Prize Giver,URL
hyperlane,https://hyperlanexyz.notion.site/Hackathon-Success-Guide-72bff588239c40389d08eb3b79847e43
hyperlane,https://docs.hyperlane.xyz/
hyperlane,https://github.com/hyperlane-xyz
hyperlane,https://hyperlanexyz.notion.site/461d17f7b3184dfb97299e23a7b6b736?v=cfa90fa2883a4906ab9095e384b853a7
hyperlane,https://github.com/hyperlane-xyz/hyperlane-monorepo/labels/bounty
hyperlane,https://hyperlanexyz.notion.site/39f011115909438cb892f72aec8eb0f7?v=be5a9d6678414403b6fde2869169c681
hyperlane,https://discord.com/channels/935678348330434570/961710804011458621
hyperlane,https://www.youtube.com/@Hyperlanexyz/playlists
gnosis,https://zodiac.wiki/index.php?title=Category%3ADelay_Modifier
gnosis,https://gnosischain.notion.site/Gnosis-Pay-Documentation-For-ETHGlobal-London-8ea4e248156440bea96efbdf4c934c0c
uniswap-foundation,https://www.v4-by-example.org/
uniswap-foundation,https://github.com/saucepoint/bungi
uniswap-foundation,https://uniswap.notion.site/ETHGlobal-London-Uniswap-Foundation-Sponsor-Ideas-b99e8a8b499c445e83f0c66a99e6b647?pvs=4
uniswap-foundation,https://www.v4-by-example.org/
uniswap-foundation,https://github.com/uniswapfoundation/v4-template
safe,https://docs.safe.global/
safe,https://docs.pimlico.io/
safe,https://github.com/safe-global/safe-modules/tree/main/modules/4337
safe,https://github.com/safe-global/safe-modules/tree/main/examples/safe-4337-passkeys
safe,https://docs.farcaster.xyz/learn/what-is-farcaster/frames
safe,https://www.youtube.com/watch?v=wUt5NjXHSO4
safe,https://github.com/pimlicolabs/smart-account-frame-template
safe,https://docs.safe.global/
safe,https://web3auth.io/docs/account-abstraction/safeauth
safe,https://github.com/5afe/safe-core-sdk-demo
near-protocol,https://www.youtube.com/watch?v=gCkOTjbJD3c
near-protocol,https://pages.near.org/blog/unlocking-web3-usability-with-account-aggregation/
near-protocol,https://docs.near.org/abstraction/chain-signatures
near-protocol,https://github.com/near/near-fastauth-wallet/blob/dmd/chain_sig_docs/docs/chain_signature_api.org
near-protocol,https://docs.near.org/concepts/basics/accounts/model
near-protocol,https://github.com/mattlockyer/near-mpc-kdf
near-protocol,https://github.com/near/NEPs/issues/503
near-protocol,https://testnet.nearblocks.io/txns/9d1DHqWY3fwjScujsqEhJER8qnc5so33T2VbeCVBcPFQ
near-protocol,https://docs.near.org/develop/relayers/multichain-server
near-protocol,https://test.near.social/md1.testnet/widget/chainsig-sign-eth-tx
near-protocol,https://www.youtube.com/watch?v=0h-uY_fEoZE
near-protocol,https://t.me/+RXYjlPob_XM5N2Ex
near-protocol,https://app.hzn.xyz/projects?utm=near.org
near-protocol,https://linktr.ee/neardevhub
ens,https://docs.ens.domains/ensip/10
ens,https://eips.ethereum.org/EIPS/eip-3668
ens,https://github.com/ensdomains/evmgateway
ens,https://www.npmjs.com/package/@ensdomains/ensjs
ens,https://thorin.ens.domains/
apecoin,https://etherscan.io/address/0x4d224452801aced8b2f0aebe155379bb5d594381
apecoin,https://goerli.etherscan.io/address/0x328507DC29C95c170B56a1b3A758eB7a9E73455c
apecoin,https://apecoin.com/
apecoin,https://forum.apecoin.com/
apecoin,https://linktr.ee/apecoinethglobal
celo,https://docs.celo.org/developer/build-on-minipay/overview#building-dapps-for-minipay-wallet
celo,https://github.com/celo-org/celo-composer
celo,https://faucet.celo.org/alfajores
celo,https://docs.celo.org/developer/build-on-minipay/prerequisites/android-studio-setup
celo,https://docs.celo.org/developer/build-on-minipay/prerequisites/ngrok-setup
celo,https://docs.mento.org/mento/mento-protocol/readme
celo,https://celoplatform.notion.site/Mento-Cheatsheet-74e4431d1b814d949dd5ebc430d5e723
base,https://docs.base.org/
base,https://base.mirror.xyz/
base,https://twitter.com/buildonbase
base,https://discord.com/invite/buildonbase
base,https://bridge.base.org/deposit
base,https://github.com/ethereum-optimism/optimism-tutorial
base,https://docs.base.org/tools/network-faucets/
pancakeswap,https://pancakeswap.finance/
pancakeswap,https://twitter.com/PancakeSwap
pancakeswap,https://github.com/pancakeswap/
pancakeswap,https://discord.com/channels/897834609272840232
ethereum-foundation,https://github.com/privacy-scaling-explorations/maci
ethereum-foundation,https://maci.pse.dev/
ethereum-foundation,https://maci.pse.dev/docs/introduction/
ethereum-foundation,https://maci.pse.dev/
ethereum-foundation,https://maci.pse.dev/
ethereum-foundation,https://github.com/privacy-scaling-explorations/maci/discussions/1136
dynamic,https://demo.dynamic.xyz/
dynamic,https://docs.dynamic.xyz/introduction/welcome
aztec,https://docs.aztec.network/
aztec,https://github.com/AztecProtocol/aztec-packages
aztec,https://noir-lang.org/
aztec,https://github.com/noir-lang/awesome-noir
aztec,https://noir-lang.org/
aztec,https://github.com/noir-lang/noir-starter
aztec,https://github.com/noir-lang/awesome-noir
aztec,https://docs.aztec.network/
aztec,https://github.com/AztecProtocol/dev-rel/tree/main/hackathons
aztec,https://github.com/AztecProtocol/aztec-starter/tree/main
flashbots,https://suave-alpha.flashbots.net/
layerzero,https://docs.layerzero.network/contracts/oapp
layerzero,https://docs.layerzero.network/contracts/project-setup
layerzero,https://docs.layerzero.network/contracts/oft
layerzero,https://docs.layerzero.network/contracts/oft-adapter
layerzero,https://docs.layerzero.network/contracts/project-setup
layerzero,https://docs.layerzero.network/contracts/oapp
layerzero,https://docs.layerzero.network/contracts/oft
layerzero,https://docs.layerzero.network/contracts/project-setup
layerzero,https://docs.layerzero.network/explore/protocol-overview
layerzero,https://discord-layerzero.netlify.app/discord
avail,https://avail-project.notion.site/Avail-DA-Dev-Onboard-Hackathon-Edition-6ce01faa760b41b79b3ea7758a6265e5#1b7d2fa7a8304fe6b0ce90ab19513aa4
avail,https://gist.github.com/rac-sri/a324c1240536adaba8295709b3146de8
avail,https://www.eip4844.com/
avail,https://docs.availproject.org/docs/build-with-avail/Validium/madara/overview
avail,https://github.com/rollkit/avail-da
avail,https://github.com/succinctlabs/sp1
avail,https://dev.risczero.com/api/zkvm/
avail,https://github.com/availproject/bridge-api
avail,https://github.com/availproject/light-client-web
avail,https://github.com/availproject/avail-light
avail,https://github.com/availproject/avail/tree/main/avail-js
avail,https://docs.availproject.org/
avail,https://www.availproject.org/
avail,https://avail-project.notion.site/Avail-DA-Dev-Onboard-Hackathon-Edition-6ce01faa760b41b79b3ea7758a6265e5?pvs=4
chainlink,https://docs.chain.link/resources/hackathon-resources
chainlink,https://dev.chain.link/
chainlink,https://docs.chain.link/ccip
chainlink,https://docs.chain.link/resources/hackathon-resources
chainlink,https://dev.chain.link/
chainlink,https://docs.chain.link/resources/hackathon-resources
chainlink,https://dev.chain.link/
chainlink,https://docs.chain.link/ccip
fhenix,https://www.fhenix.io/
fhenix,https://docs.fhenix.zone/
fhenix,https://www.fhenix.io/getting-started/
fhenix,https://www.fhenix.io/cheat-sheet/
fhenix,https://www.fhenix.io/use-cases/
fhenix,https://discord.com/invite/fhenix-io
nouns-dao,https://nouns.center/assets
nouns-dao,https://github.com/nounsDAO
nouns-dao,https://cc0-lib.wtf/
nouns-dao,https://nouns-fair.notion.site/Winners-0cdc1c772d754830aadb767d5bdf92d8
nouns-dao,https://nouns.wtf/
nouns-dao,https://zora-prod.mypinata.cloud/ipfs/bafybeicnztdctxucbqbpm2m6mghjw6nv4n4opnev4hmftoxk5moykuayeq
galadriel,https://docs.galadriel.com/overview
galadriel,https://github.com/galadriel-ai
galadriel,https://docs.galadriel.com/use-cases
galadriel,https://discord.com/invite/ZZTXfqcPNc
morpho-labs,https://github.com/morpho-org/morpho-blue
morpho-labs,https://docs.morpho.org/
morpho-labs,https://github.com/morpho-org/morpho-blue-subgraph
morpho-labs,https://github.com/morpho-org/metamorpho
morpho-labs,https://github.com/morpho-org/morpho-blue
morpho-labs,https://docs.morpho.org/
morpho-labs,https://github.com/morpho-org/morpho-blue-subgraph
morpho-labs,https://github.com/morpho-org/metamorpho
